Date,AGG,BNP.PA,EURUSD=X,EXSA.DE,F,GD=F,GM,GOOG,MA,MBG.DE,MCD,SNAP,SPY,TSLA,UBER,VOW3.DE
2016-04-28,95.1886215209961,29.51192855834961,1.135589361190796,34.47999954223633,10.91821002960205,359.8999938964844,27.32730484008789,34.55099868774414,93.50833892822266,43.99774932861328,108.905517578125,,184.6942596435547,16.513999938964844,,105.17432403564453
2016-04-29,95.1800765991211,,,,10.50751781463623,360.3999938964844,26.78817367553711,34.6505012512207,93.32550811767578,,107.68805694580078,,183.69712829589844,16.05066680908203,,
2016-04-30,,,,,,,,,,,,,,,,
2016-05-01,,29.33641815185547,1.146302580833435,34.560001373291016,,,,,,44.28772735595703,,,,,,105.34069061279297
2016-05-02,95.1155776977539,29.03963279724121,1.1524986028671265,33.95000076293945,10.554012298583984,354.3500061035156,26.74605369567871,34.910499572753906,94.07601928710938,43.185794830322266,109.14388275146484,,185.1572723388672,16.1200008392334,,102.05529022216797
2016-05-03,95.28751373291016,28.918373107910156,1.1504037380218506,33.58000183105469,10.406781196594238,348.95001220703125,26.32485580444336,34.61800003051758,92.80589294433594,42.54058074951172,109.31417083740234,,183.54579162597656,15.48799991607666,,99.72640228271484
2016-05-04,95.33059692382812,28.535429000854492,1.1493064165115356,33.77000045776367,10.31379508972168,347.8500061035156,25.76887321472168,34.78499984741211,92.61345672607422,42.82331085205078,110.10592651367188,,182.5219268798828,14.837332725524902,,98.56195831298828
2016-05-05,95.57132720947266,28.251415252685547,1.1406019926071167,33.650001525878906,10.32154369354248,347.75,25.72675323486328,35.07149887084961,92.55573272705078,43.06254959106445,110.06336975097656,,182.48631286621094,14.10200023651123,,101.30671691894531
2016-05-06,95.42513275146484,,,,10.414530754089355,349.45001220703125,26.080556869506836,35.555999755859375,93.0272216796875,,111.17012023925781,,183.154052734375,14.328666687011719,,
2016-05-07,,,,,,,,,,,,,,,,
2016-05-08,,28.178016662597656,1.1387965679168701,33.81999969482422,,,,,,43.301780700683594,,,,,,103.46925354003906
2016-05-09,95.48532104492188,28.449268341064453,1.1387965679168701,34.150001525878906,10.32154369354248,342.0,25.92892837524414,35.64500045776367,93.06571960449219,43.57002258300781,111.38294982910156,,183.30540466308594,13.928000450134277,,107.83592224121094
2016-05-10,95.52833557128906,28.16525650024414,1.1374363899230957,34.0099983215332,10.45327377319336,350.29998779296875,26.409093856811523,36.159000396728516,93.95094299316406,43.04804992675781,112.03851318359375,,185.58457946777344,13.912667274475098,,108.41814422607422
2016-05-11,95.52833557128906,27.734447479248047,1.142700433731079,33.810001373291016,10.32154369354248,358.29998779296875,26.1816463470459,35.76449966430664,92.76741027832031,42.59857940673828,109.94416809082031,,183.84849548339844,13.93066692352295,,106.04767608642578
2016-05-12,95.44230651855469,28.095048904418945,1.1376951932907104,33.97999954223633,10.344791412353516,360.45001220703125,26.265886306762695,35.66550064086914,92.22858428955078,42.649322509765625,110.77849578857422,,183.9019317626953,13.8186674118042,,107.46163940429688
2016-05-13,95.62290954589844,,,,10.244056701660156,359.29998779296875,25.70990562438965,35.541500091552734,91.75707244873047,,109.68025207519531,,182.29933166503906,13.840666770935059,,
2016-05-14,,,,,,,,,,,,,,,,
2016-05-15,,28.018463134765625,1.1316953897476196,,,,,,,,,,,,,
2016-05-16,95.45954132080078,28.289710998535156,1.1316057443618774,34.04999923706055,10.32154369354248,365.2799987792969,25.836265563964844,35.824501037597656,92.51724243164062,41.866363525390625,110.36982727050781,,184.0978240966797,13.88599967956543,,104.59211730957031
2016-05-17,95.33059692382812,28.7077579498291,1.1316057443618774,34.31999969482422,10.182064056396484,370.79998779296875,25.80257225036621,35.311500549316406,91.98799896240234,41.757625579833984,108.709716796875,,182.3794708251953,13.644000053405762,,106.6714859008789
2016-05-18,94.93498992919922,28.915178298950195,1.122296690940857,33.95000076293945,10.19756031036377,369.6000061035156,25.903657913208008,35.33150100708008,92.0168685913086,41.61263656616211,107.44969177246094,,182.432861328125,14.07800006866455,,106.58830261230469
2016-05-19,94.99518585205078,29.176855087280273,1.1205987930297852,34.43000030517578,10.143320083618164,367.1499938964844,25.541431427001953,35.01599884033203,91.12200164794922,41.92436599731445,106.66643524169922,,181.80078125,14.347332954406738,,107.83592224121094
2016-05-20,95.05538940429688,,,,10.220806121826172,367.0,25.752029418945312,35.48699951171875,91.86294555664062,,104.34222412109375,,182.9492645263672,14.685333251953125,,
2016-05-21,,,,,,,,,,,,,,,,
2016-05-22,,29.314075469970703,1.1221708059310913,34.22999954223633,,,,,,41.2646484375,,,,,,106.71306610107422
2016-05-23,95.03816986083984,30.399078369140625,1.121604323387146,35.06999969482422,10.174314498901367,364.5,25.76887321472168,35.21200180053711,91.4876708984375,42.17084503173828,104.55506134033203,,182.69998168945312,14.414667129516602,,110.95496368408203
2016-05-24,94.98658752441406,31.254304885864258,1.113796591758728,35.4900016784668,10.298298835754395,366.29998779296875,26.1563777923584,36.00450134277344,92.83477783203125,43.5772705078125,105.5256118774414,,185.06822204589844,14.52733325958252,,111.70355224609375
2016-05-25,95.00377655029297,31.911684036254883,1.1158970594406128,35.54999923706055,10.476521492004395,371.1499938964844,26.66181182861328,36.26350021362305,92.80589294433594,44.14274215698242,104.93819427490234,,186.32354736328125,14.638667106628418,,112.5352783203125
2016-05-26,95.14994049072266,31.76169776916504,1.1192066669464111,35.65999984741211,10.430028915405273,371.70001220703125,26.35855484008789,36.20600128173828,92.73853302001953,43.99049758911133,105.389404296875,,186.37693786621094,15.008000373840332,,112.8263931274414
2016-05-27,95.13275146484375,,,,10.42227840423584,371.45001220703125,26.44278907775879,36.632999420166016,93.50833892822266,,104.92967224121094,,187.17825317382812,14.869333267211914,,
2016-05-28,,,,,,,,,,,,,,,,
2016-05-29,,32.090389251708984,1.1110000610351562,35.7400016784668,,,,,,44.65745544433594,,,,,,114.73941802978516
2016-05-30,,31.76169776916504,1.1148396730422974,35.439998626708984,,,,,,44.50521469116211,,,,,,111.74513244628906
